,Rating,Company Name,Job Title,Salary,Salaries Reported,Location,Employment Status,Job Roles,Salary_USD
10075,3.7,Virtusa,Java Software Developer,400000,1,Hyderabad,Full Time,Java,4817
10076,3.8,Tata Consultancy Services (North America),Software Engineer - Java Developer,400000,1,Hyderabad,Full Time,Java,4817
10077,3.0,Plianto Technologies,Software Engineer - Java Developer,396000,1,Hyderabad,Full Time,Java,4769
10078,3.9,Tata Consultancy Services,Software Engineer - Java Developer,700000,1,Hyderabad,Full Time,Java,8430
10079,4.1,ibs,Software Engineer - Java Developer - Intern,516000,1,Hyderabad,Intern,Java,6214
10080,4.3,Ayansys,Software Engineer - Java Developer,216000,1,Hyderabad,Full Time,Java,2601
10081,3.9,T-Mobile,Software Engineer - Java Developer - Contractor,100000,1,Hyderabad,Contractor,Java,1204
10082,4.4,Promaestro Techsource,Software Engineer - Java Developer,228000,1,Hyderabad,Full Time,Java,2746
10083,4.4,Drucare,Software Engineer - Java Developer,300000,1,Hyderabad,Full Time,Java,3613
10084,3.9,technoparinsoft,Software Engineer - Java Developer,300000,1,Hyderabad,Full Time,Java,3613
10085,4.3,Fresher,Software Engineer - Java Developer,200000,1,Hyderabad,Full Time,Java,2409
10086,3.9,Micropark Logistics,Software Engineer - Java Developer,500000,1,Hyderabad,Full Time,Java,6022
10087,4.0,Freshers.com,Software Engineer - Java Developer,600000,1,Hyderabad,Full Time,Java,7226
10088,4.1,Nacre Software Services,Software Engineer - Java Developer,192000,1,Hyderabad,Full Time,Java,2312
10089,4.3,Claro Software Solutions,Software Engineer - Java Developer,700000,1,Hyderabad,Full Time,Java,8430
10090,4.0,TechDenali,Software Engineer - Java Developer,192000,1,Hyderabad,Full Time,Java,2312
10091,4.4,Innohub Technologies,Software Engineer - Java Developer,400000,1,Hyderabad,Full Time,Java,4817
10092,3.6,Signant Health,Software Engineer - Java Developer,500000,1,Hyderabad,Full Time,Java,6022
10093,3.9,Verizon,Software Engineer - Java Developer,1100000,1,Hyderabad,Full Time,Java,13248
10094,4.9,ALLPS (Switzerland),Software Engineer - Java Developer,1000000,1,Hyderabad,Full Time,Java,12043
10095,5.0,OpsWorks,Software Engineer - Java Developer,29568,1,Hyderabad,Full Time,Java,356
10096,4.0,DONE by NONE,Software Engineer - Java Developer,300000,1,Hyderabad,Full Time,Java,3613
10097,3.6,GOPI,Software Engineer - Java Developer,400000,1,Hyderabad,Full Time,Java,4817
10098,4.0,Firstpin Technologies,Software Engineer - Java Developer,468000,1,Hyderabad,Full Time,Java,5636
10099,4.3,Blakol Studios,Software Engineer - Java Developer,300000,1,Hyderabad,Full Time,Java,3613
10100,3.5,SAVINA SOFTWARE,Software Engineer - Java Developer,168000,1,Hyderabad,Full Time,Java,2023
10101,4.7,Tachyon Technologies,Software Engineer - Java Developer,700000,1,Hyderabad,Full Time,Java,8430
10102,4.2,Pilog,Software Engineer - Java Developer - Contractor,300000,1,Hyderabad,Contractor,Java,3613
10103,4.2,DLV SoftWare,Software Engineer - Java Developer,500000,1,Hyderabad,Full Time,Java,6022
10104,3.3,Magna Infotech,Software Engineer - Java Developer,1152000,1,Hyderabad,Full Time,Java,13874
10105,4.4,Likith Projects,Software Engineer - Java Developer - Contractor,300000,1,Hyderabad,Contractor,Java,3613
10106,3.7,None Such Farm,Software Engineer - Java Developer,240000,1,Hyderabad,Full Time,Java,2890
10107,3.9,ABC,Software Engineer - Java Developer,600000,1,Hyderabad,Full Time,Java,7226
10108,4.2,Jawaharlal Nehru Technological University Hyderabad,Software Engineer - Java Developer,684000,1,Hyderabad,Full Time,Java,8238
10109,4.5,Deltra Soft Technologies,Software Engineer - Java Developer,700000,1,Hyderabad,Full Time,Java,8430
10110,4.5,Techmologics,Software Engineer - Java Developer,300000,1,Hyderabad,Full Time,Java,3613
10111,3.9,Oracle,Software Engineer - Java Developer,1300000,1,Hyderabad,Full Time,Java,15656
10112,4.8,Tech Synchro,Software Engineer - Java Developer,1000000,1,Hyderabad,Full Time,Java,12043
10113,3.8,Apalya Technologies,Software Engineer - Java Developer,400000,1,Hyderabad,Full Time,Java,4817
10114,4.1,Accenture,Software Engineer - Java Developer,600000,1,Hyderabad,Full Time,Java,7226
10115,2.5,Technolabs,Software Engineer - Java Developer,192000,1,Hyderabad,Full Time,Java,2312
10116,4.0,Deloitte,Software Engineer - Java Developer,700000,1,Hyderabad,Full Time,Java,8430
10117,4.0,Fresherworld.com,Software Engineer - Java Developer,200000,1,Hyderabad,Full Time,Java,2409
10118,4.0,Optum Global Solutions India,Software Engineer - Java Developer,500000,1,Hyderabad,Full Time,Java,6022
10119,4.2,Achala Solutions,Software Engineer - Java Developer,1000000,1,Hyderabad,Full Time,Java,12043
10120,3.8,Vitech Systems Asia,Software Engineer - Java Developer,1000000,1,Hyderabad,Full Time,Java,12043
10121,3.7,Jspiders,Software Engineer - Java Developer,348000,1,Hyderabad,Full Time,Java,4191
10122,3.9,Servosys Solutions,Software Engineer - Java Developer,700000,1,Hyderabad,Full Time,Java,8430
10123,3.7,Azentio Software,Software Engineer - Java Developer,288000,1,Hyderabad,Full Time,Java,3468
10124,3.5,DXC Technology,Software Engineer - Java Developer,700000,1,Hyderabad,Full Time,Java,8430
10125,4.1,Fluentgrid,Software Engineer - Java Developer,400000,1,Hyderabad,Full Time,Java,4817
10126,4.3,Keybell Solutions,Software Engineer - Java Developer,500000,1,Hyderabad,Full Time,Java,6022
10127,3.7,No emplyer,Software Engineer - Java Developer,300000,1,Hyderabad,Full Time,Java,3613
10128,5.0,Four-Serv Global,Software Engineer - Java Developer,252000,1,Hyderabad,Full Time,Java,3035
10129,4.0,Tectoro,Software Engineer - Java Developer,300000,1,Hyderabad,Full Time,Java,3613
10130,3.7,Birlasoft,Software Engineer - Java Developer,500000,1,Hyderabad,Full Time,Java,6022
10131,3.9,Imfresher.com,Software Engineer - Java Developer,300000,1,Hyderabad,Full Time,Java,3613
10132,4.5,Salesforce,Software Engineer - Java Developer,500000,1,Hyderabad,Full Time,Java,6022
10133,3.8,TeamLease,Software Engineer - Java Developer,300000,1,Hyderabad,Full Time,Java,3613
10134,3.9,Java 2 Go,Software Engineer - Java Developer,336000,1,Hyderabad,Full Time,Java,4047
10135,4.7,Rajasri Infotech,Software Engineer - Java Developer,348000,1,Hyderabad,Full Time,Java,4191
10136,4.2,VassarLabs,Java Developeer - Intern,288000,1,Hyderabad,Intern,Java,3468
10137,5.0,Ramcides,Software Engineer ( Java ),996000,1,Hyderabad,Full Time,Java,11995
10138,3.6,Tech Mahindra,Software Engineer(Java Developer),200000,1,Hyderabad,Full Time,Java,2409
10139,3.8,Ahex Technologies,Senior Java Developer,700000,1,Hyderabad,Full Time,Java,8430
10140,3.0,Swaroop Agrochemical Industries,Senior Java Developer,684000,1,Hyderabad,Full Time,Java,8238
10141,3.9,Viezeon Techno Consulting,Senior Java Developer,852000,1,Hyderabad,Full Time,Java,10261
10142,3.9,authlab software,Senior Java Developer,288000,1,Hyderabad,Full Time,Java,3468
10143,3.9,Broadridge,Senior Java Developer,800000,1,Hyderabad,Full Time,Java,9635
10144,3.9,Jeevan Technologies,Senior Java Developer,500000,1,Hyderabad,Full Time,Java,6022
10145,5.0,GetusGuru Online Services,Senior Java Developer,180000,1,Hyderabad,Full Time,Java,2168
10146,3.8,FIS,Senior Java Developer,348000,1,Hyderabad,Full Time,Java,4191
10147,3.4,Menlo Technologies,Senior Java Developer,1000000,1,Hyderabad,Full Time,Java,12043
10148,4.4,Senos Tech,Senior Java Developer,1900000,1,Hyderabad,Full Time,Java,22882
10149,4.7,Micronox Information Technologies,Senior Java Developer,648000,1,Hyderabad,Full Time,Java,7804
10150,3.6,TekisHub,Senior Java Developer,600000,1,Hyderabad,Full Time,Java,7226
10151,3.9,XYX MEDIA TECHNOLOGIES,Senior Java Developer - Contractor,3900000,1,Hyderabad,Contractor,Java,46968
10152,4.0,Bank of America,Senior Java Developer,1300000,1,Hyderabad,Full Time,Java,15656
10153,2.8,Lender Processing Services,Senior Java Developer,800000,1,Hyderabad,Full Time,Java,9635
10154,4.5,Nixinn Insights,Senior Java Developer,300000,1,Hyderabad,Full Time,Java,3613
10155,4.4,SwoopTalent,Senior Java Developer,2200000,1,Hyderabad,Full Time,Java,26495
10156,3.1,buybuy BABY,Senior Java Developer,900000,1,Hyderabad,Full Time,Java,10839
10157,3.7,CIGNEX Datamatics,Senior Java Developer,900000,1,Hyderabad,Full Time,Java,10839
10158,4.3,Just for Laughts,Senior Java Developer,300000,1,Hyderabad,Full Time,Java,3613
10159,3.7,Consilio,Senior Java Developer,1700000,1,Hyderabad,Full Time,Java,20473
10160,3.9,Wüstenrot,Senior Java Developer,500000,1,Hyderabad,Full Time,Java,6022
10161,3.8,Wipro Technologies,Senior Java Developer,600000,1,Hyderabad,Full Time,Java,7226
10162,2.6,ilabz Technology,Senior Java Developer,800000,1,Hyderabad,Full Time,Java,9635
10163,3.7,EvGateway,Senior Java Developer,600000,1,Hyderabad,Full Time,Java,7226
10164,4.0,Pranava Technologies (UK),Senior Java Developer,600000,1,Hyderabad,Full Time,Java,7226
10165,3.8,2COMS,Senior Java Developer,500000,1,Hyderabad,Full Time,Java,6022
10166,4.1,Pencap Technologies,Senior Java Developer,300000,1,Hyderabad,Full Time,Java,3613
10167,4.0,Scriptbees,Senior Java Developer,1100000,1,Hyderabad,Full Time,Java,13248
10168,3.6,DKNY,Senior Java Developer,300000,1,Hyderabad,Full Time,Java,3613
10169,4.3,HashedIn by Deloitte,Senior Java Developer Contractor,408000,1,Hyderabad,Contractor,Java,4914
10170,3.8,Apalya Technologies,Senior Java Developer,200000,1,Hyderabad,Full Time,Java,2409
10171,3.6,Tech Mahindra,Senior Java Developer,400000,1,Hyderabad,Full Time,Java,4817
10172,4.4,Ritwik Software Technologies,Senior Java Developer,500000,1,Hyderabad,Full Time,Java,6022
10173,4.5,Google,Senior Java Developer,4900000,1,Hyderabad,Full Time,Java,59012
10174,3.8,OnPassive,Senior Java Developer,1100000,1,Hyderabad,Full Time,Java,13248
10175,4.2,YES,Senior Java Developer,360000,1,Hyderabad,Full Time,Java,4336
10176,4.0,TCS,Senior Java Developer,700000,1,Hyderabad,Full Time,Java,8430
10177,3.1,Dhatsol,Senior Java Developer,204000,1,Hyderabad,Full Time,Java,2457
10178,3.7,Optum,Senior Java Developer,800000,1,Hyderabad,Full Time,Java,9635
10179,3.0,Hydus Inc,Senior Java Developer,900000,1,Hyderabad,Full Time,Java,10839
10180,3.6,Aegis Consulting (India),Senior Java Developer,900000,1,Hyderabad,Full Time,Java,10839
10181,4.6,RohTekSolutions,Senior Java Developer,1200000,1,Hyderabad,Full Time,Java,14452
10182,3.9,Confidential,Senior Java Developer,800000,1,Hyderabad,Full Time,Java,9635
10183,4.0,RBC,Senior Java Developer,1200000,1,Hyderabad,Full Time,Java,14452
10184,3.5,KPMD,Senior Java Developer,660000,1,Hyderabad,Full Time,Java,7949
10185,3.8,Anji Technologies,Senior Java Developer,1900000,1,Hyderabad,Full Time,Java,22882
10186,1.0,Doctily Digital Health,Senior Java Developer,1500000,1,Hyderabad,Full Time,Java,18065
10187,5.0,Axiom xCell,Senior Java Developer,1900000,1,Hyderabad,Full Time,Java,22882
10188,3.9,Employer,Senior Java Developer,500000,1,Hyderabad,Full Time,Java,6022
10189,3.7,BYJU'S,Senior Java Developer - Contractor,1200000,1,Hyderabad,Contractor,Java,14452
10190,3.8,MITECH,Senior Java Developer,1900000,1,Hyderabad,Full Time,Java,22882
10191,3.5,Black Knight,Senior Java Developer,336000,1,Hyderabad,Full Time,Java,4047
10192,3.8,Parexel,Senior Java Developer,1700000,1,Hyderabad,Full Time,Java,20473
10193,4.3,Cassendro Software Solutions,Senior Java Developer,600000,1,Hyderabad,Full Time,Java,7226
10194,3.9,Massil Technologies,Senior Java Developer,500000,1,Hyderabad,Full Time,Java,6022
10195,4.1,Leadwinner,Senior Java Developer,624000,1,Hyderabad,Full Time,Java,7515
10196,2.9,OrantiQ,Senior Java Developer,1008000,1,Hyderabad,Full Time,Java,12140
10197,3.6,Vitech Systems Group,Senior Java Developer,1600000,1,Hyderabad,Full Time,Java,19269
10198,4.2,Pragmatic Play,Senior Java Developer,2600000,1,Hyderabad,Full Time,Java,31312
10199,3.9,Ramesh & Co.,Senior Java Developer,500000,1,Hyderabad,Full Time,Java,6022
10200,4.0,Deloitte,Senior Java Developer,1000000,1,Hyderabad,Full Time,Java,12043
10201,3.6,Polaris,Senior Java Developer,1000000,1,Hyderabad,Full Time,Java,12043
10202,4.2,Evoke Technologies,Senior Java Developer,1000000,1,Hyderabad,Full Time,Java,12043
10203,4.0,Techware Solution,Senior Java Developer,6900000,1,Hyderabad,Full Time,Java,83098
10204,4.1,TSSS Infotech,Senior Java Developer,700000,1,Hyderabad,Full Time,Java,8430
10205,3.3,Trianz,Senior Java Developer,240000,1,Hyderabad,Full Time,Java,2890
10206,3.6,Helical IT Solutions,Senior Java Developer,700000,1,Hyderabad,Full Time,Java,8430
10207,2.0,APC Construction Co.,Senior Java Developer,700000,1,Hyderabad,Full Time,Java,8430
10208,3.2,Core Integra Consultancy Services,Senior Java Developer,348000,1,Hyderabad,Full Time,Java,4191
10209,3.1,SmartNet IT Solutions,Senior Java Developer,100000,1,Hyderabad,Full Time,Java,1204
10210,3.3,Karvy Group,Senior Java Developer,600000,1,Hyderabad,Full Time,Java,7226
10211,3.9,EY,Senior Java Developer,1500000,1,Hyderabad,Full Time,Java,18065
10212,3.9,No,Senior Java Developer,1000000,1,Hyderabad,Full Time,Java,12043
10213,3.5,ABC Technologies,Senior Java Developer,1900000,1,Hyderabad,Full Time,Java,22882
10214,4.1,Grepthor Software Solutions,Senior Java Developer,400000,1,Hyderabad,Full Time,Java,4817
10215,4.3,Software Developer India,Senior Java Developer,288000,1,Hyderabad,Full Time,Java,3468
10216,3.3,Trianz,Senior Java Developer,612000,1,Hyderabad,Full Time,Java,7370
10217,3.9,XYZ Tech,Senior Java Developer,500000,1,Hyderabad,Full Time,Java,6022
10218,4.9,ALLPS (Switzerland),Senior Java Developer,1100000,1,Hyderabad,Full Time,Java,13248
10219,3.4,Ananth Technologies,Senior Java Developer,800000,1,Hyderabad,Full Time,Java,9635
10220,3.7,Surya,Senior Java Developer - Contractor,1100000,1,Hyderabad,Contractor,Java,13248
10221,3.9,Aapti techno soft Pvt Ltd,Senior Java Developer,432000,1,Hyderabad,Full Time,Java,5203
10222,4.1,Virtual Employee,Senior Java Developer,1152000,1,Hyderabad,Full Time,Java,13874
10223,2.8,FastCollab,Senior Java Developer,288000,1,Hyderabad,Full Time,Java,3468
10224,3.7,UnitedHealth Group,Senior Java Developer,800000,1,Hyderabad,Full Time,Java,9635
10225,4.2,Web Synergies,Senior Java Developer,1000000,1,Hyderabad,Full Time,Java,12043
10226,3.9,24 Seven Talent,Senior Java Developer,1140000,1,Hyderabad,Full Time,Java,13729
10227,3.9,Conceptwave Software Inc,Senior Java Developer,100000,1,Hyderabad,Full Time,Java,1204
10228,4.1,Schrill Technologies,Senior Java Developer,1000000,1,Hyderabad,Full Time,Java,12043
10229,3.9,Staffio HR,Senior Java Developer,1700000,1,Hyderabad,Full Time,Java,20473
10230,3.2,Threshold,Senior Java Developer,564000,1,Hyderabad,Full Time,Java,6792
10231,3.6,Infosys BPM,Senior Java Developer,200000,1,Hyderabad,Full Time,Java,2409
10232,4.3,Quantum Technologies,Senior Java Developer,300000,1,Hyderabad,Full Time,Java,3613
10233,3.4,Java R&D,Senior Java Developer,700000,1,Hyderabad,Full Time,Java,8430
10234,3.8,Honeywell,Senior Java Developer,100000,1,Hyderabad,Full Time,Java,1204
10235,3.4,Vikram Solar,Senior Java Developer,300000,1,Hyderabad,Full Time,Java,3613
10236,5.0,Blue Vega Solutions,Senior Java Developer,1000000,1,Hyderabad,Full Time,Java,12043
10237,2.6,Techbion Software Systems,Senior Java Developer,900000,1,Hyderabad,Full Time,Java,10839
10238,2.8,LiquidHub,Senior Java Developer,744000,1,Hyderabad,Full Time,Java,8960
10239,3.8,Techwave Consulting,Senior Java Developer,1100000,1,Hyderabad,Full Time,Java,13248
10240,4.4,CARFAX,Senior Java Developer,888000,1,Hyderabad,Full Time,Java,10694
10241,3.6,Nourish'd,Senior Java Developer,1000000,1,Hyderabad,Full Time,Java,12043
10242,3.7,Triniti Corporation,Senior Java Developer,888000,1,Hyderabad,Full Time,Java,10694
10243,4.0,ETP International,Senior Java Developer,400000,1,Hyderabad,Full Time,Java,4817
10244,3.7,Infinite Computer Solutions,Senior Java Developer,1200000,1,Hyderabad,Full Time,Java,14452
10245,4.2,JAVA,Senior Java Developer,300000,1,Hyderabad,Full Time,Java,3613
10246,4.4,Drucare,Senior Java Developer,300000,1,Hyderabad,Full Time,Java,3613
10247,3.9,NAGA GIRIDHAR,Senior Java Developer,468000,1,Hyderabad,Full Time,Java,5636
10248,4.0,Goldman Sachs,Senior Java Developer,200000,1,Hyderabad,Full Time,Java,2409
10249,3.9,Verizon,Senior Java Developer - Contractor,1000000,1,Hyderabad,Contractor,Java,12043
10250,4.4,Space Multimedia,Senior Java Developer,1600000,1,Hyderabad,Full Time,Java,19269
10251,4.0,HSBC Software Development India,Senior Java Developer,1000000,1,Hyderabad,Full Time,Java,12043
10252,4.2,Nagarro,Senior Java Developer,1700000,1,Hyderabad,Full Time,Java,20473
10253,4.3,Ayansys,Senior Java Developer,400000,1,Hyderabad,Full Time,Java,4817
10254,4.1,Spectraforce Technologies,Senior Java Developer,876000,1,Hyderabad,Full Time,Java,10550
10255,3.9,SPAE Analytics,Senior Java Developer,900000,1,Hyderabad,Full Time,Java,10839
10256,4.1,Tech Firefly,Senior Java Developer,1100000,1,Hyderabad,Full Time,Java,13248
10257,3.9,Java City,Senior Java Developer - Intern,300000,1,Hyderabad,Intern,Java,3613
10258,4.3,CubicIT Solution,Senior Java Developer,396000,1,Hyderabad,Full Time,Java,4769
10259,4.3,Samba TV,Senior Java Developer,700000,1,Hyderabad,Full Time,Java,8430
10260,3.9,Innomactic,Senior Java Developer,600000,1,Hyderabad,Full Time,Java,7226
10261,3.9,Yes Bank,Senior Java Developer,348000,1,Hyderabad,Full Time,Java,4191
10262,3.7,21st Century Software Solutions,Senior Java Developer,204000,1,Hyderabad,Full Time,Java,2457
10263,4.2,Accenture Solutions,Senior Java Developer,900000,1,Hyderabad,Full Time,Java,10839
10264,4.0,Intense Technologies,Senior Java Developer,400000,1,Hyderabad,Full Time,Java,4817
10265,3.8,NTT DATA,Senior Java Developer,800000,1,Hyderabad,Full Time,Java,9635
10266,4.1,Accenture,Senior Java Developer Contractor,480000,1,Hyderabad,Contractor,Java,5781
10267,4.6,CognitivZen,Senior Java Developer,800000,1,Hyderabad,Full Time,Java,9635
10268,4.4,Ibase IT,Senior Java Developer,700000,1,Hyderabad,Full Time,Java,8430
10269,3.8,ATMECS,Senior Java Developer,700000,1,Hyderabad,Full Time,Java,8430
10270,3.9,CSC,Senior Java Developer,1100000,1,Hyderabad,Full Time,Java,13248
10271,3.9,Rajeshwar Reddy,Senior Java Developer,800000,1,Hyderabad,Full Time,Java,9635
10272,3.7,Unknowns,Senior Java Developer - Intern,600000,1,Hyderabad,Intern,Java,7226
10273,4.2,Dev Information Technology,Senior Java Developer,700000,1,Hyderabad,Full Time,Java,8430
10274,3.5,Sureworks Infotech,Senior Java Developer,200000,1,Hyderabad,Full Time,Java,2409
10275,4.1,IBM,Senior Java Developer Contractor,456000,1,Hyderabad,Contractor,Java,5492
10276,3.9,LoHi,Senior Java Developer,202752,1,Hyderabad,Full Time,Java,2442
10277,4.9,ACI Infotech,Senior Java Developer,300000,1,Hyderabad,Full Time,Java,3613
10278,3.6,Sainsbury’s,Senior Java Developer,1000000,1,Hyderabad,Full Time,Java,12043
10279,4.2,Soft Tech Consulting,Senior Java Developer,1000000,1,Hyderabad,Full Time,Java,12043
10280,3.8,Wipro Technologies,Senior Java Developer,500000,1,Hyderabad,Full Time,Java,6022
10281,3.9,test,Senior Java Developer,500000,1,Hyderabad,Full Time,Java,6022
10282,3.0,CricClubs,Senior Java Developer,1164000,1,Hyderabad,Full Time,Java,14018
10283,3.0,Sri Sai Krishna,Senior Java Developer,1140000,1,Hyderabad,Full Time,Java,13729
10284,3.8,TechMojo Solutions,Senior Java Developer,1500000,1,Hyderabad,Full Time,Java,18065
10285,3.8,Wipro,Senior Java Developer,684000,1,Hyderabad,Full Time,Java,8238
10286,3.6,NGA HR,Senior Java Developer,1600000,1,Hyderabad,Full Time,Java,19269
10287,3.9,XYZ (Turkey),Senior Java Developer,2082432,1,Hyderabad,Full Time,Java,25079
10288,4.1,ORBCOMM,Senior Java Developer,2900000,1,Hyderabad,Full Time,Java,34925
10289,4.0,Mindtree,Senior Java Developer,180000,1,Hyderabad,Full Time,Java,2168
10290,4.0,IBM,Senior Java Developer,1000000,1,Hyderabad,Full Time,Java,12043
10291,4.6,Diamondpick,Senior Java Developer,600000,1,Hyderabad,Full Time,Java,7226
10292,3.7,NCR,Senior Java Developer,500000,1,Hyderabad,Full Time,Java,6022
10293,4.1,Innovapptive,Senior Java Developer,2000000,1,Hyderabad,Full Time,Java,24086
10294,4.1,Techno Facts (India),Senior Java Developer - Contractor,2900000,1,Hyderabad,Contractor,Java,34925
10295,3.1,Ebix,Senior Java Developer - Contractor,600000,1,Hyderabad,Contractor,Java,7226
10296,3.8,b4b,Senior Java Developer,700000,1,Hyderabad,Full Time,Java,8430
10297,3.9,Tata Consultancy Services,Senior Java Developer Contractor,111936,1,Hyderabad,Contractor,Java,1348
10298,4.4,Sathish's Swanlines,Senior Java Developer,600000,1,Hyderabad,Full Time,Java,7226
10299,3.5,Logging-in,Senior Java Developer,576000,1,Hyderabad,Full Time,Java,6937
10300,4.4,Technoparinsoft,Senior Java Developer,216000,1,Hyderabad,Full Time,Java,2601
10301,2.7,Thrymr Software,Senior Java Developer,1000000,1,Hyderabad,Full Time,Java,12043
10302,3.7,Birlasoft,Senior Java Developer,200000,1,Hyderabad,Full Time,Java,2409
10303,3.2,U&Me Communication,Senior Java Developer,1000000,1,Hyderabad,Full Time,Java,12043
10304,4.7,MXit,Senior Java Developer,1500000,1,Hyderabad,Full Time,Java,18065
10305,3.5,Astute Business Solutions,Senior Java Developer,744000,1,Hyderabad,Full Time,Java,8960
10306,3.7,Magnaquest,Senior Java Developer,600000,1,Hyderabad,Full Time,Java,7226
10307,4.1,Persistent Systems,Senior Java Developer,1600000,1,Hyderabad,Full Time,Java,19269
10308,3.8,CGI,Senior Java Developer,1000000,1,Hyderabad,Full Time,Java,12043
10309,4.2,INFINIMINDS,Senior Java Developer,2100000,1,Hyderabad,Full Time,Java,25291
10310,3.3,Infosys,Senior Java Developer - Contractor,800000,1,Hyderabad,Contractor,Java,9635
10311,4.0,Infor,Senior Java Developer,500000,1,Hyderabad,Full Time,Java,6022
10312,3.2,Envision Healthcare,Senior Java Developer,900000,1,Hyderabad,Full Time,Java,10839
10313,3.9,Vinod,Senior Java Developer,800000,1,Hyderabad,Full Time,Java,9635
10314,3.8,Infosys (India),Senior Java Developer,800000,1,Hyderabad,Full Time,Java,9635
10315,3.9,Innominds Software,Senior Java Developer,1000000,1,Hyderabad,Full Time,Java,12043
10316,3.9,Awign Enterprises,Senior Java Developer Contractor,12000,1,Hyderabad,Contractor,Java,145
10317,4.2,Aeries Technology,Senior Java Developer,1100000,1,Hyderabad,Full Time,Java,13248
10318,4.0,Infor,Senior Java Developer,700000,1,Hyderabad,Full Time,Java,8430
10319,4.0,Deloitte,Junior Java Developer Contractor,360000,1,Hyderabad,Contractor,Java,4336
10320,3.9,Venkys (India) Limited,Junior Java Developer,500000,1,Hyderabad,Full Time,Java,6022
10321,3.2,Optival Health Solutions,Junior Java Developer,600000,1,Hyderabad,Full Time,Java,7226
10322,3.7,Tech Mahindra Business Services,Junior Java Developer,100000,1,Hyderabad,Full Time,Java,1204
10323,4.1,HHHunt,Junior Java Developer,200000,1,Hyderabad,Full Time,Java,2409
10324,3.9,de,Junior Java Developer,400000,1,Hyderabad,Full Time,Java,4817
10325,4.3,Fresher,Junior Java Developer,600000,1,Hyderabad,Full Time,Java,7226
10326,4.5,Wancura software solutions,Junior Java Developer,400000,1,Hyderabad,Full Time,Java,4817
10327,3.9,EPAM Systems,Junior Java Developer,600000,1,Hyderabad,Full Time,Java,7226
10328,2.8,YH Training Services,Junior Java Developer,192000,1,Hyderabad,Full Time,Java,2312
10329,4.1,IBM,Junior Java Developer,240000,1,Hyderabad,Full Time,Java,2890
10330,4.1,Incedo,Junior Java Developer Contractor,240000,1,Hyderabad,Contractor,Java,2890
10331,2.0,BHJ Jones Accountancy,Junior Java Developer,600000,1,Hyderabad,Full Time,Java,7226
10332,3.4,Customer Experience Lab,Junior Java Developer,300000,1,Hyderabad,Full Time,Java,3613
10333,4.0,(no)name,Junior Java Developer,2700000,1,Hyderabad,Full Time,Java,32517
10334,3.8,Sureshkumar,Junior Java Developer,180000,1,Hyderabad,Full Time,Java,2168
10335,3.3,Shaman Group,Junior Java Developer,1000000,1,Hyderabad,Full Time,Java,12043
10336,4.0,John Lewis & Partners,Junior Java Developer,300000,1,Hyderabad,Full Time,Java,3613
10337,4.5,Prosper Overseas,Junior Java Developer,180000,1,Hyderabad,Full Time,Java,2168
10338,3.9,XYZ,Junior Java Developer - Contractor,300000,1,Hyderabad,Contractor,Java,3613
10339,4.0,PK,Junior Java Developer,400000,1,Hyderabad,Full Time,Java,4817
10340,3.9,Ravi gowda,Junior Java Developer Contractor,264000,1,Hyderabad,Contractor,Java,3179
10341,4.1,Mahindra,Junior Java Developer,144000,1,Hyderabad,Full Time,Java,1734
10342,4.5,Pennant Technologies,Junior Java Developer,100000,1,Hyderabad,Full Time,Java,1204
10343,4.0,Nothing Something,Junior Java Developer,240000,1,Hyderabad,Full Time,Java,2890
10344,4.3,Global Energy Consulting Engineers,Junior Java Developer,200000,1,Hyderabad,Full Time,Java,2409
10345,3.5,Total Express,Junior Java Developer,600000,1,Hyderabad,Full Time,Java,7226
10346,4.4,Dynatrace,Junior Java Developer,588000,1,Hyderabad,Full Time,Java,7081
10347,4.0,mahesh tutorials,Junior Java Developer,300000,1,Hyderabad,Full Time,Java,3613
10348,3.9,sai pranay,Junior Java Developer,300000,1,Hyderabad,Full Time,Java,3613
10349,4.1,NprodaX Techonologies,Junior Java Developer - Intern,180000,1,Hyderabad,Intern,Java,2168
10350,3.7,MAHESH (INDIA),Junior Java Developer,400000,1,Hyderabad,Full Time,Java,4817
10351,2.5,Technolabs,Junior Java Developer,144000,1,Hyderabad,Full Time,Java,1734
10352,3.9,Jocata,Junior Java Developer - Contractor,700000,1,Hyderabad,Contractor,Java,8430
10353,4.0,Mounty,Junior Java Developer,300000,1,Hyderabad,Full Time,Java,3613
10354,3.9,SSBR GLOBAL IT SOLUTIONS,Junior Java Developer,100000,1,Hyderabad,Full Time,Java,1204
10355,4.0,ValueLabs,Junior Java Developer,500000,1,Hyderabad,Full Time,Java,6022
10356,3.9,Jocata,Junior Java Developer,800000,1,Hyderabad,Full Time,Java,9635
10357,3.8,Anonymous,Junior Java Developer,400000,1,Hyderabad,Full Time,Java,4817
10358,3.9,Korawan India Multiventure,Junior Java Developer,180000,1,Hyderabad,Full Time,Java,2168
10359,3.2,RK Info Systems,Junior Java Developer - Intern,132000,1,Hyderabad,Intern,Java,1590
10360,3.8,Rebel Foods (Formerly Faasos),Junior Java Developer,300000,1,Hyderabad,Full Time,Java,3613
10361,3.4,State Street,Junior Java Developer,800000,1,Hyderabad,Full Time,Java,9635
10362,3.9,Confidential,Junior Java Developer,500000,1,Hyderabad,Full Time,Java,6022
